Customer_ID,Peak_calls_Sum,Peak_mins_Sum,OffPeak_calls_Sum,OffPeak_mins_Sum,Weekend_calls_Sum,Weekend_mins_Sum,International_mins_Sum,AvePeak,AveOffPeak,AveWeekend,National_calls,National mins,AveNational,All_calls_mins,Gender,Age,Region,Dropped_Calls,tariff,Handset,L_O_S
"K332500",60,265.800000,11,26.699999,15,46.200000,105.310407,4.430000,2.427273,3.080000,86,338.699999,3.938372,444.010406,"F",41,"North-West",0,"CAT 50","WC95",10.710472
"K332510",47,253.800000,68,188.399999,19,43.200000,71.475062,5.400000,2.770588,2.273684,134,485.399999,3.622388,556.875061,"F",39,"North",1,"CAT 50","WC95",25.297741
"K332550",52,229.800000,48,82.800000,1,7.200000,57.963664,4.419231,1.725000,7.200000,101,319.800000,3.166337,377.763664,"F",48,"West",2,"CAT 50","WC95",12.780287
"K332580",63,210.600000,108,176.100000,0,0.000000,14.007213,3.342857,1.630556,0.000000,171,386.700000,2.261404,400.707213,"F",64,"South-East",0,"CAT 50","BS110",54.636550
"K332590",38,166.800001,31,64.800001,20,46.500001,61.250091,4.389474,2.090323,2.325000,89,278.100003,3.124719,339.350094,"F",24,"Central",2,"CAT 50","CAS30",18.858316
"K332600",31,168.000000,4,69.300000,2,49.500000,3.468960,5.419355,17.325000,24.750000,37,286.800000,7.751351,290.268960,"F",24,"North-West",10,"CAT 50","BS110",26.020534
"K332610",43,277.200000,55,149.100001,0,0.000000,88.684446,6.446512,2.710909,0.000000,98,426.300001,4.350000,514.984447,"M",43,"South",2,"CAT 50","S50",27.991786
"K332620",45,198.600001,39,168.600001,2,12.500000,25.280486,4.413333,4.323077,6.250000,86,379.700002,4.415116,404.980488,"M",33,"North-East",10,"CAT 50","BS110",42.217659
"K332630",76,234.000000,3,62.400000,2,12.000000,56.397417,3.078947,20.800000,6.000000,81,308.400000,3.807407,364.797417,"F",21,"West",0,"CAT 50","BS110",54.997947
"K332640",103,310.199999,55,88.500000,2,24.000000,20.284899,3.011650,1.609091,12.000000,160,422.699999,2.641875,442.984898,"M",27,"North-East",1,"CAT 50","BS110",20.862423
"K332650",8,261.000000,60,94.500000,0,0.000000,29.012336,32.625000,1.575000,0.000000,68,355.500000,5.227941,384.512336,"M",36,"West",1,"CAT 50","BS110",43.301848
"K332660",80,279.000000,17,108.899999,10,28.199999,32.636266,3.487500,6.405882,2.820000,107,416.099998,3.888785,448.736264,"F",38,"South",1,"CAT 50","WC95",45.963039
"K332670",18,364.200000,40,66.000000,9,25.000000,63.722657,20.233333,1.650000,2.777778,67,455.200000,6.794030,518.922657,"F",31,"North",2,"CAT 50","BS110",21.848049
"K332680",53,213.600000,97,181.200001,0,0.000000,37.312465,4.030189,1.868041,0.000000,150,394.800001,2.632000,432.112466,"M",29,"South-East",0,"CAT 50","BS110",18.201232
"K332690",88,256.799999,33,80.700000,2,3.600000,33.974673,2.918182,2.445455,1.800000,123,341.099999,2.773171,375.074672,"M",58,"North",0,"CAT 50","S50",49.774127
"K332700",29,145.799999,63,105.000000,5,33.000000,83.041577,5.027586,1.666667,6.600000,97,283.799999,2.925773,366.841576,"M",18,"South",1,"CAT 50","BS110",35.646817
"K332720",43,228.599999,44,126.599999,21,48.000000,66.298572,5.316279,2.877273,2.285714,108,403.199998,3.733333,469.498570,"M",29,"South-West",2,"CAT 50","S50",20.632444
"K332730",58,376.799999,19,39.600000,9,43.200001,86.232247,6.496552,2.084211,4.800000,86,459.600000,5.344186,545.832247,"F",35,"North",9,"CAT 50","BS110",46.652977
"K332760",23,148.799999,11,42.600000,1,7.500000,30.021110,6.469565,3.872727,7.500000,35,198.899999,5.682857,228.921109,"F",27,"North",0,"CAT 50","WC95",21.979466
"K332780",9,196.200001,95,165.300001,1,3.000000,110.336700,21.800000,1.740000,3.000000,105,364.500002,3.471429,474.836702,"M",30,"West",11,"CAT 50","BS110",16.854209
"K332800",61,263.400000,15,36.900001,14,43.200000,59.197692,4.318033,2.460000,3.085714,90,343.500001,3.816667,402.697693,"M",48,"North-East",2,"CAT 50","S50",36.993840
"K332810",38,246.000000,33,159.000000,7,34.200000,30.781262,6.473684,4.818182,4.885714,78,439.200000,5.630769,469.981262,"M",15,"East",0,"CAT 50","S50",42.020534
"K332820",15,97.800000,17,56.400000,6,31.200000,17.461865,6.520000,3.317647,5.200000,38,185.400000,4.878947,202.861865,"M",14,"North-East",1,"CAT 50","BS110",52.533881
"K332840",39,340.200000,30,48.000000,2,7.800000,129.028774,8.723077,1.600000,3.900000,71,396.000000,5.577465,525.028774,"M",24,"South-West",1,"CAT 50","S50",42.546201
"K332850",26,223.800000,60,116.700000,7,25.800000,80.126099,8.607692,1.945000,3.685714,93,366.300000,3.938710,446.426099,"F",23,"South",11,"CAT 50","WC95",30.127310
"K332860",30,200.400000,20,35.400000,5,18.000000,54.602282,6.680000,1.770000,3.600000,55,253.800000,4.614545,308.402282,"M",15,"North-East",10,"CAT 50","BS110",26.644764
"K332870",33,286.800000,0,0.000000,18,29.000000,30.700383,8.690909,0.000000,1.611111,51,315.800000,6.192157,346.500383,"M",25,"Central",1,"CAT 50","S50",14.915811
"K332880",88,268.800001,28,59.700000,6,11.000000,84.507409,3.054545,2.132143,1.833333,122,339.500001,2.782787,424.007410,"M",57,"South-West",0,"CAT 50","S50",57.133470
"K332890",7,239.399999,43,76.200001,4,8.399999,37.110580,34.200000,1.772093,2.100000,54,323.999999,6.000000,361.110579,"M",19,"South",5,"CAT 50","S50",11.236140
"K332900",22,190.800000,16,138.600000,2,48.600000,10.720181,8.672727,8.662500,24.300000,40,378.000000,9.450000,388.720181,"F",26,"South-East",0,"CAT 50","WC95",39.523614
"K332910",116,346.200000,31,71.099999,9,34.200000,82.652815,2.984483,2.293548,3.800000,156,451.499999,2.894231,534.152814,"F",41,"North-East",1,"CAT 50","WC95",18.004107
"K332920",51,161.400000,21,72.000000,21,40.200000,82.379927,3.164706,3.428571,1.914286,93,273.600000,2.941935,355.979927,"M",39,"West",1,"CAT 50","S50",51.876797
"K332950",5,148.200000,32,89.099999,0,0.000000,55.813116,29.640000,2.784375,0.000000,37,237.299999,6.413513,293.113115,"M",23,"South",2,"CAT 50","S50",22.275154
"K332970",42,279.000000,10,178.500000,6,28.200000,71.964368,6.642857,17.850000,4.700000,58,485.700000,8.374138,557.664368,"F",33,"North-East",9,"CAT 50","WC95",30.685832
"K332990",67,207.600001,7,48.900001,12,49.800000,82.761574,3.098507,6.985714,4.150000,86,306.300002,3.561628,389.061576,"M",44,"North",0,"CAT 50","S50",43.268994
"K333000",84,254.400001,83,195.599999,1,40.200000,19.347542,3.028571,2.356626,40.200000,168,490.200000,2.917857,509.547542,"M",29,"South-East",0,"CAT 50","BS110",42.809035
"K333010",34,227.400000,24,68.700000,1,43.800000,70.188670,6.688235,2.862500,43.800000,59,339.900000,5.761017,410.088670,"M",29,"Central",1,"CAT 50","S50",46.160164
"K333030",23,194.400000,30,114.900000,8,20.000000,60.488110,8.452174,3.830000,2.500000,61,329.300000,5.398361,389.788110,"F",50,"North-West",0,"CAT 50","BS110",45.010267
"K333040",77,259.200000,46,90.599999,2,9.600000,106.523647,3.366234,1.969565,4.800000,125,359.399999,2.875200,465.923646,"F",38,"South",9,"CAT 50","WC95",36.501027
"K333080",58,392.400000,3,9.900000,0,0.000000,126.229686,6.765517,3.300000,0.000000,61,402.300000,6.595082,528.529686,"M",39,"South-West",2,"CAT 50","S50",39.490760
"K333090",28,192.600000,16,33.600000,21,36.600000,54.484702,6.878571,2.100000,1.742857,65,262.800000,4.043077,317.284702,"M",22,"North",7,"CAT 50","S50",23.687885
"K333100",99,335.400001,8,17.400001,7,29.400001,101.549205,3.387879,2.175000,4.200000,114,382.200003,3.352632,483.749208,"F",21,"South-West",9,"CAT 50","BS110",52.731006
"K333120",7,216.599999,51,134.099999,9,31.800000,115.619897,30.942857,2.629412,3.533333,67,382.499998,5.708955,498.119895,"M",16,"East",2,"CAT 50","BS110",13.995893
"K333130",41,278.400000,48,140.700000,22,45.500000,148.849519,6.790244,2.931250,2.068182,111,464.600000,4.185586,613.449519,"M",20,"North-West",0,"CAT 50","S50",30.291581
"K333140",76,322.200001,20,57.600001,13,22.200001,3.684212,4.239474,2.880000,1.707692,109,402.000003,3.688073,405.684215,"F",18,"South-West",2,"CAT 50","WC95",41.790554
"K333150",35,283.199999,26,175.800001,3,11.400000,132.084822,8.091429,6.761539,3.800000,64,470.400000,7.350000,602.484822,"F",19,"North-East",0,"CAT 50","WC95",41.724846
"K333160",59,250.800000,32,57.600000,18,49.800000,110.709675,4.250847,1.800000,2.766667,109,358.200000,3.286239,468.909675,"F",31,"South-East",1,"CAT 50","WC95",30.291581
"K333170",19,159.600000,9,31.500001,20,48.600000,61.048774,8.400000,3.500000,2.430000,48,239.700001,4.993750,300.748775,"F",41,"Central",2,"CAT 50","BS110",16.591376
"K333180",56,285.600000,9,127.800000,1,3.600000,109.988888,5.100000,14.200000,3.600000,66,417.000000,6.318182,526.988888,"F",58,"Central",1,"CAT 50","WC95",24.279261
"K333200",34,274.799999,38,193.499999,2,10.000000,43.728738,8.082353,5.092105,5.000000,74,478.299998,6.463513,522.028736,"M",17,"North",2,"CAT 50","S50",40.936345
"K333210",40,279.600000,93,145.200000,5,32.500001,21.512372,6.990000,1.561290,6.500000,138,457.300001,3.313768,478.812373,"F",36,"North-East",1,"CAT 50","BS110",56.870637
"K333230",70,285.600000,28,117.300000,4,28.200000,1.055021,4.080000,4.189286,7.050000,102,431.100000,4.226471,432.155021,"F",29,"South-West",1,"CAT 50","WC95",36.271047
"K333270",34,270.000000,46,153.300001,1,16.800000,87.967752,7.941176,3.332609,16.800000,81,440.100001,5.433333,528.067753,"M",44,"North-East",1,"CAT 50","S50",18.036961
"K333280",34,270.000000,2,71.100000,5,18.000000,113.005754,7.941176,35.550000,3.600000,41,359.100000,8.758537,472.105754,"F",39,"West",0,"CAT 50","BS110",31.178645
"K333290",132,393.600000,11,30.300000,6,19.200000,52.055209,2.981818,2.754545,3.200000,149,443.100000,2.973826,495.155209,"F",17,"East",2,"CAT 50","WC95",48.657084
"K333300",99,367.200000,33,76.500001,0,0.000000,47.968834,3.709091,2.318182,0.000000,132,443.700001,3.361364,491.668835,"F",36,"South-East",1,"CAT 50","WC95",33.314168
"K333310",76,284.400000,28,44.400000,6,10.800000,11.088120,3.742105,1.585714,1.800000,110,339.600000,3.087273,350.688120,"M",23,"South-West",1,"CAT 50","S50",30.620123
"K333330",43,303.000000,57,143.400001,15,40.800000,9.155789,7.046512,2.515789,2.720000,115,487.200001,4.236522,496.355790,"M",17,"West",0,"CAT 50","S50",25.560575
"K333340",48,196.800001,18,107.400001,2,7.200000,76.211413,4.100000,5.966667,3.600000,68,311.400002,4.579412,387.611415,"M",16,"North",1,"CAT 50","BS110",46.685832
"K333360",12,282.000000,61,163.199999,28,48.000000,56.659373,23.500000,2.675410,1.714286,101,493.199999,4.883168,549.859372,"F",35,"East",2,"CAT 50","WC95",29.930185
"K333380",32,225.600000,15,77.400000,10,36.499999,58.583565,7.050000,5.160000,3.650000,57,339.499999,5.956140,398.083564,"F",32,"North-East",2,"CAT 50","BS110",41.921971
"K333400",36,113.400000,29,74.100000,11,24.600000,57.225581,3.150000,2.555172,2.236364,76,212.100000,2.790789,269.325581,"F",19,"Central",1,"CAT 50","WC95",41.199179
"K333410",83,343.200000,21,43.500000,8,16.800000,61.902160,4.134940,2.071429,2.100000,112,403.500000,3.602679,465.402160,"F",40,"North-West",2,"CAT 50","BS110",17.314168
"K333430",29,226.800000,23,110.700001,5,13.200000,79.553362,7.820690,4.813044,2.640000,57,350.700001,6.152632,430.253363,"F",15,"East",0,"CAT 50","WC95",53.552361
"K333450",63,329.400000,18,56.700000,2,3.600000,112.254579,5.228571,3.150000,1.800000,83,389.700000,4.695181,501.954579,"M",28,"North-West",2,"CAT 50","BS110",42.874743
"K333460",67,195.000000,8,64.500000,0,0.000000,0.306069,2.910448,8.062500,0.000000,75,259.500000,3.460000,259.806069,"M",32,"East",2,"CAT 50","S50",49.051335
"K333490",7,193.200000,27,73.800000,12,23.400001,78.538626,27.600000,2.733333,1.950000,46,290.400001,6.313043,368.938627,"F",20,"North-West",2,"CAT 50","BS110",17.971253
"K333510",35,253.200000,76,169.200000,1,44.400000,54.472780,7.234286,2.226316,44.400000,112,466.800000,4.167857,521.272780,"M",47,"North-East",2,"CAT 50","S50",46.587269
"K333540",90,262.799999,17,31.500001,5,37.799999,106.666461,2.920000,1.852941,7.560000,112,332.099999,2.965179,438.766460,"F",16,"West",1,"CAT 50","WC95",32.000000
"K333560",80,249.600001,124,201.000000,0,0.000000,63.905871,3.120000,1.620968,0.000000,204,450.600001,2.208824,514.505872,"F",20,"North-East",2,"CAT 50","BS110",47.112936
"K333570",75,311.400000,11,33.000000,1,4.200000,55.551148,4.152000,3.000000,4.200000,87,348.600000,4.006897,404.151148,"F",20,"South",1,"CAT 50","WC95",27.696099
"K333580",45,328.199999,12,56.700000,26,47.499999,77.087733,7.293333,4.725000,1.826923,83,432.399998,5.209639,509.487731,"M",38,"West",3,"CAT 50","S50",52.336756
"K333590",26,195.000000,40,141.000000,4,15.000000,72.268629,7.500000,3.525000,3.750000,70,351.000000,5.014286,423.268629,"F",35,"South",0,"CAT 50","WC95",54.505133
"K333600",25,183.000000,10,120.300001,9,17.400001,76.287979,7.320000,12.030000,1.933333,44,320.700002,7.288636,396.987981,"M",21,"South-West",0,"CAT 50","S50",43.466119
"K333610",81,253.200000,21,51.300000,2,12.000000,59.797547,3.125926,2.442857,6.000000,104,316.500000,3.043269,376.297547,"M",13,"East",11,"CAT 50","S50",23.490760
"K333620",114,356.400000,17,37.799999,26,44.000000,84.538485,3.126316,2.223529,1.692308,157,438.199999,2.791083,522.738484,"M",30,"South-East",2,"CAT 50","S50",34.168378
"K333630",30,222.000000,29,89.400000,15,37.799999,15.685067,7.400000,3.082759,2.520000,74,349.199999,4.718919,364.885066,"M",28,"East",0,"CAT 50","BS110",48.722793
"K333640",39,118.200000,2,88.500000,0,0.000000,41.212592,3.030769,44.250000,0.000000,41,206.700000,5.041463,247.912592,"F",13,"Central",0,"CAT 50","WC95",12.944559
"K333650",34,251.400000,126,246.000000,0,0.000000,62.211294,7.394118,1.952381,0.000000,160,497.400000,3.108750,559.611294,"M",64,"North-East",0,"CAT 50","S50",38.275154
"K333680",41,172.800000,20,88.800000,2,39.000000,53.950906,4.214634,4.440000,19.500000,63,300.600000,4.771429,354.550906,"M",29,"North-East",1,"CAT 50","BS110",22.965092
"K333690",115,360.000000,43,72.900002,2,7.200000,84.546021,3.130435,1.695349,3.600000,160,440.100002,2.750625,524.646023,"M",44,"Central",10,"CAT 50","S50",26.184805
"K333700",73,270.600001,13,26.100000,4,24.000000,27.986255,3.706849,2.007692,6.000000,90,320.700001,3.563333,348.686256,"F",48,"South",1,"CAT 50","WC95",22.735113
"K333720",52,268.800001,2,58.800000,2,37.800000,86.347032,5.169231,29.400000,18.900000,56,365.400001,6.525000,451.747033,"F",26,"Central",9,"CAT 50","WC95",40.706366
"K333730",31,238.799999,37,170.099999,13,24.000000,83.411362,7.703226,4.597297,1.846154,81,432.899998,5.344444,516.311360,"M",15,"East",0,"CAT 50","S50",44.813142
"K333750",35,277.199999,17,119.100001,1,14.400000,86.198495,7.920000,7.005882,14.400000,53,410.700000,7.749057,496.898495,"F",38,"North-West",1,"CAT 50","BS110",42.381930
"K333760",15,123.000000,55,99.900001,13,21.499999,15.651923,8.200000,1.816364,1.653846,83,244.400000,2.944578,260.051923,"M",40,"South-East",9,"CAT 50","S50",29.634497
"K333770",82,247.199999,79,133.800001,13,32.399999,19.655373,3.014634,1.693671,2.492308,174,413.399999,2.375862,433.055372,"M",33,"West",0,"CAT 50","S50",53.289528
"K333800",25,198.000000,3,65.100000,0,0.000000,17.190722,7.920000,21.700000,0.000000,28,263.100000,9.396429,280.290722,"F",16,"South-West",0,"CAT 50","WC95",19.581109
"K333810",58,298.200000,15,89.400000,0,0.000000,82.501691,5.141379,5.960000,0.000000,73,387.600000,5.309589,470.101691,"M",16,"North-West",8,"CAT 50","S50",40.706366
"K333830",62,303.000000,17,83.700001,22,40.200000,44.171584,4.887097,4.923529,1.827273,101,426.900001,4.226733,471.071585,"M",14,"North-East",1,"CAT 50","CAS30",36.533881
"K333840",28,226.800000,26,201.600001,5,8.399999,48.605263,8.100000,7.753846,1.680000,59,436.800000,7.403390,485.405263,"M",35,"Central",0,"CAT 50","S50",22.997947
"K333850",60,208.800000,11,77.700001,1,11.000000,71.910708,3.480000,7.063636,11.000000,72,297.500001,4.131944,369.410709,"F",33,"South",2,"CAT 50","WC95",20.303901
"K333870",28,105.000000,12,64.199999,1,39.000000,65.198111,3.750000,5.350000,39.000000,41,208.199999,5.078049,273.398110,"M",52,"North-East",0,"CAT 50","S50",11.893224
"K333880",69,201.000000,0,0.000000,8,21.500000,27.526334,2.913043,0.000000,2.687500,77,222.500000,2.889610,250.026334,"F",23,"Central",0,"CAT 50","WC95",57.133470
"K333890",6,146.399999,9,27.899999,10,28.200000,61.283889,24.400000,3.100000,2.820000,25,202.499998,8.100000,263.783887,"M",16,"East",1,"CAT 50","S50",14.685832
"K333900",13,108.600000,19,55.199999,13,33.000000,9.245992,8.353846,2.905263,2.538462,45,196.799999,4.373333,206.045991,"M",32,"West",0,"CAT 50","S50",11.630390
"K333910",10,223.200000,25,176.699999,8,25.200000,73.371614,22.320000,7.068000,3.150000,43,425.099999,9.886046,498.471613,"F",18,"North-West",1,"CAT 50","BS110",14.784394
"K333930",62,216.600001,1,68.700000,23,39.000000,48.808006,3.493548,68.700000,1.695652,86,324.300001,3.770930,373.108007,"M",12,"Central",0,"CAT 50","BS110",36.073922
"K333950",12,258.000000,79,144.900001,0,0.000000,80.440786,21.500000,1.834177,0.000000,91,402.900001,4.427473,483.340787,"F",25,"West",2,"CAT 50","WC95",18.726899
"K333960",42,360.000000,27,107.400001,0,0.000000,74.073065,8.571429,3.977778,0.000000,69,467.400001,6.773913,541.473066,"M",40,"South",8,"CAT 50","S50",46.554415
"K333980",19,171.600000,71,157.200000,1,9.000000,42.807665,9.031579,2.214085,9.000000,91,337.800000,3.712088,380.607665,"M",48,"South",2,"CAT 50","S50",14.225873
"K333990",7,156.000000,19,74.100000,8,18.000000,7.111135,22.285714,3.900000,2.250000,34,248.100000,7.297059,255.211135,"F",23,"South-East",6,"CAT 50","BS110",15.047228
"K334000",41,163.800000,8,135.000000,8,22.800000,56.676958,3.995122,16.875000,2.850000,57,321.600000,5.642105,378.276958,"F",28,"South",0,"CAT 50","WC95",32.164271
"K334010",17,154.199999,23,86.100001,5,11.400000,6.405681,9.070588,3.743478,2.280000,45,251.700000,5.593333,258.105681,"M",25,"East",3,"CAT 50","BS110",23.622177
"K334020",68,235.799999,38,186.300001,0,0.000000,83.537589,3.467647,4.902632,0.000000,106,422.100000,3.982075,505.637589,"M",45,"South-East",2,"CAT 50","S50",28.123203
"K334030",38,332.400002,9,121.799999,0,0.000000,51.816950,8.747368,13.533333,0.000000,47,454.200001,9.663830,506.016951,"F",34,"South-East",2,"CAT 50","WC95",56.114990
"K334040",23,202.200000,44,89.400000,4,36.000000,55.187252,8.791304,2.031818,9.000000,71,327.600000,4.614085,382.787252,"F",16,"South-East",10,"CAT 50","WC95",19.186858
"K334050",14,124.799999,26,50.400000,8,35.400000,49.304241,8.914286,1.938462,4.425000,48,210.599999,4.387500,259.904240,"M",36,"North-East",1,"CAT 50","S50",51.515400
"K334060",34,306.600000,5,110.400000,11,21.600000,89.372965,9.017647,22.080000,1.963636,50,438.600000,8.772000,527.972965,"M",27,"North",1,"CAT 50","S50",22.242300
"K334070",22,197.400001,6,22.500000,0,0.000000,70.474845,8.972727,3.750000,0.000000,28,219.900001,7.853571,290.374846,"F",61,"Central",1,"CAT 50","BS110",42.217659
"K334080",70,349.800000,10,99.000000,7,24.000000,40.173786,4.997143,9.900000,3.428571,87,472.800000,5.434483,512.973786,"F",12,"South",8,"CAT 50","WC95",16.821355
"K334090",10,97.200000,36,60.600000,21,33.600000,62.980805,9.720000,1.683333,1.600000,67,191.400000,2.856716,254.380805,"M",49,"North-West",1,"CAT 50","S50",26.611910
"K334100",17,156.000000,73,135.600000,6,9.600000,50.524656,9.176471,1.857534,1.600000,96,301.200000,3.137500,351.724656,"M",37,"South-East",0,"CAT 50","S50",30.357290
"K334110",16,145.200000,0,0.000000,8,16.200000,34.026990,9.075000,0.000000,2.025000,24,161.400000,6.725000,195.426990,"M",25,"North-East",8,"CAT 50","S50",12.845996
"K334120",66,244.200000,18,50.400000,0,0.000000,25.065579,3.700000,2.800000,0.000000,84,294.600000,3.507143,319.665579,"M",25,"North-West",1,"CAT 50","S50",44.583162
"K334130",31,286.800000,5,24.299999,14,31.500000,40.031097,9.251613,4.860000,2.250000,50,342.599999,6.852000,382.631096,"F",40,"East",10,"CAT 50","BS110",12.090349
"K334160",90,259.800000,24,65.100000,1,43.800000,44.291259,2.886667,2.712500,43.800000,115,368.700000,3.206087,412.991259,"M",12,"North-East",0,"CAT 50","BS110",29.043121
"K334170",35,155.400000,0,0.000000,7,29.000000,20.632626,4.440000,0.000000,4.142857,42,184.400000,4.390476,205.032626,"M",35,"East",9,"CAT 50","S50",54.340862
"K334190",57,283.200000,59,98.399999,8,31.800000,39.956071,4.968421,1.667797,3.975000,124,413.399999,3.333871,453.356070,"F",12,"Central",1,"CAT 50","WC95",54.932238
"K334200",32,308.399998,4,27.600000,2,24.000000,61.113157,9.637500,6.900000,12.000000,38,359.999998,9.473684,421.113155,"M",28,"West",2,"CAT 50","BS110",24.147844
"K334210",15,97.199999,52,80.700000,6,15.000000,4.885933,6.480000,1.551923,2.500000,73,192.899999,2.642466,197.785932,"F",67,"West",4,"CAT 50","WC95",39.326489
"K334220",60,191.399999,59,157.200000,9,32.399999,62.387283,3.190000,2.664407,3.600000,128,380.999998,2.976562,443.387281,"F",21,"East",7,"CAT 50","WC95",39.786448
"K334230",6,122.400000,39,76.800001,19,43.199999,51.834777,20.400000,1.969231,2.273684,64,242.400000,3.787500,294.234777,"M",46,"North-East",1,"CAT 50","S50",14.915811
"K334240",37,365.400000,15,23.400000,2,26.400000,26.887173,9.875676,1.560000,13.200000,54,415.200000,7.688889,442.087173,"F",46,"South-West",1,"CAT 50","WC95",57.232033
"K334250",63,316.200000,29,153.900000,9,16.000000,84.101006,5.019048,5.306897,1.777778,101,486.100000,4.812871,570.201006,"M",17,"East",1,"CAT 50","S50",24.739220
"K334270",20,198.000000,78,130.200001,12,47.399999,70.256241,9.900000,1.669231,3.950000,110,375.600000,3.414545,445.856241,"M",23,"North-East",1,"CAT 50","S50",15.967146
"K334320",19,109.800000,22,43.800000,25,39.000000,22.104748,5.778947,1.990909,1.560000,66,192.600000,2.918182,214.704748,"F",18,"South-East",11,"CAT 50","WC95",33.215606
"K334330",25,259.200000,60,110.700001,10,18.600000,107.749902,10.368000,1.845000,1.860000,95,388.500001,4.089474,496.249903,"F",45,"South-West",1,"CAT 50","BS110",28.254620
"K334340",16,98.399999,22,75.900000,3,22.000000,46.494111,6.150000,3.450000,7.333333,41,196.299999,4.787805,242.794110,"F",17,"South",1,"CAT 50","WC95",46.061602
"K334350",39,177.000000,11,19.800000,0,0.000000,41.734587,4.538462,1.800000,0.000000,50,196.800000,3.936000,238.534587,"F",46,"South-East",0,"CAT 50","WC95",51.613963
"K334370",45,204.000000,8,111.600000,11,40.500001,60.988985,4.533333,13.950000,3.681818,64,356.100001,5.564063,417.088986,"F",34,"Central",0,"CAT 50","BS110",49.051335
"K334380",78,286.800000,18,30.000000,1,4.200000,21.756939,3.676923,1.666667,4.200000,97,321.000000,3.309278,342.756939,"F",13,"North-East",2,"CAT 50","BS110",30.751540
"K334390",63,187.200000,26,51.300000,0,0.000000,8.524604,2.971429,1.973077,0.000000,89,238.500000,2.679775,247.024604,"F",16,"South-East",2,"CAT 50","WC95",43.170431
"K334400",77,271.200000,95,177.000000,8,48.600001,51.078960,3.522078,1.863158,6.075000,180,496.800001,2.760000,547.878961,"M",70,"North-East",9,"CAT 50","S50",23.392197
"K334410",11,121.800001,23,44.100000,30,49.199999,46.161635,11.072727,1.917391,1.640000,64,215.100000,3.360937,261.261635,"M",28,"North-East",6,"CAT 50","BS110",21.059548
"K334420",42,190.200000,29,86.100000,10,31.800000,98.337373,4.528571,2.968966,3.180000,81,308.100000,3.803704,406.437373,"M",37,"East",1,"CAT 50","S50",49.905544
"K334440",19,109.800000,22,43.800000,25,39.000000,22.104790,5.778947,1.990909,1.560000,66,192.600000,2.918182,214.704790,"M",15,"North-West",1,"CAT 50","S50",42.940452
"K334450",87,337.800000,13,63.300000,4,19.000000,9.735238,3.882759,4.869231,4.750000,104,420.100000,4.039423,429.835238,"M",36,"West",1,"CAT 50","S50",39.326489
"K334460",24,141.000000,18,28.500000,17,38.000000,19.259201,5.875000,1.583333,2.235294,59,207.500000,3.516949,226.759201,"F",14,"South-East",1,"CAT 50","BS110",21.946612
"K334470",69,341.400000,3,29.100000,0,0.000000,132.284136,4.947826,9.700000,0.000000,72,370.500000,5.145833,502.784136,"F",29,"West",0,"CAT 50","BS110",48.065708
"K334480",44,145.200001,35,59.400000,13,39.000000,18.225728,3.300000,1.697143,3.000000,92,243.600001,2.647826,261.825729,"M",27,"South",1,"CAT 50","S50",55.129363
"K334490",62,357.600000,15,27.900000,0,0.000000,46.735271,5.767742,1.860000,0.000000,77,385.500000,5.006494,432.235271,"F",23,"South-West",0,"CAT 50","BS110",50.168378
"K334500",48,157.800000,54,97.800000,3,26.400000,43.367603,3.287500,1.811111,8.800000,105,282.000000,2.685714,325.367603,"F",15,"Central",0,"CAT 50","WC95",52.599589
"K334510",61,277.799999,66,155.700001,2,23.000000,100.983228,4.554098,2.359091,11.500000,129,456.500000,3.538760,557.483228,"F",39,"North-East",2,"CAT 50","BS110",41.363450
"K334520",80,259.200000,7,22.800000,4,10.200000,43.388317,3.240000,3.257143,2.550000,91,292.200000,3.210989,335.588317,"M",18,"Central",3,"CAT 50","BS110",21.683778
"K334530",62,201.599999,83,129.300000,17,33.000000,69.823291,3.251613,1.557831,1.941176,162,363.899999,2.246296,433.723290,"M",35,"South-East",8,"CAT 50","S50",15.934292
"K334540",13,153.000000,58,88.500000,26,43.200001,28.729818,11.769231,1.525862,1.661539,97,284.700001,2.935052,313.429819,"M",16,"East",0,"CAT 50","BS110",53.388090
"K334550",22,247.200000,71,153.900001,15,40.500000,109.650681,11.236364,2.167606,2.700000,108,441.600001,4.088889,551.250682,"M",41,"South-West",2,"CAT 50","S50",25.034908
"K334560",36,141.000000,20,44.100000,6,36.600000,32.368357,3.916667,2.205000,6.100000,62,221.700000,3.575806,254.068357,"F",14,"North",1,"CAT 50","BS110",11.860370
"K334580",20,222.600000,101,154.200000,6,12.000000,40.801040,11.130000,1.526733,2.000000,127,388.800000,3.061417,429.601040,"F",21,"North-East",2,"CAT 50","WC95",14.784394
"K334590",56,258.000000,36,60.000000,2,6.600000,82.930065,4.607143,1.666667,3.300000,94,324.600000,3.453191,407.530065,"M",17,"South-East",1,"CAT 50","BS110",11.926078
"K334600",55,271.800000,27,116.400000,2,31.000000,135.406066,4.941818,4.311111,15.500000,84,419.200000,4.990476,554.606066,"F",22,"North-West",10,"CAT 50","BS110",11.728953
"K334610",60,274.799999,4,87.599999,8,13.500001,17.596071,4.580000,21.900000,1.687500,72,375.899999,5.220833,393.496070,"M",36,"South",11,"CAT 50","S50",22.669405
"K334630",8,147.000000,44,69.300000,3,14.400000,21.756361,18.375000,1.575000,4.800000,55,230.700000,4.194545,252.456361,"F",17,"East",4,"CAT 50","BS110",16.689938
